# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 14 19:01:46 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag
Kepler-680 b,Kepler-680,1,1,Transit,2016,3.68992629,0.046900,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,0.000000,706.62,1147,0,,5890.00,1.11,1.08,0.197,4.38,1492.4800000,15.2152000
Kepler-681 b,Kepler-681,1,1,Transit,2016,26.39435646,0.163500,3.080,0.275,9.69000,0.03050,M-R relationship,1.820000,0.000000,14.15,489,0,,5021.00,0.76,0.80,-0.457,4.58,686.9230000,15.2271000
Kepler-682 b,Kepler-682,1,1,Transit,2016,12.61190667,0.105800,7.370,0.658,42.60000,0.13400,M-R relationship,0.585000,0.000000,306.10,753,0,,5559.00,0.89,0.92,0.480,4.51,1979.2500000,15.1172000
Kepler-683 b,Kepler-683,1,1,Transit,2016,2.53918318,0.035500,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,0.000000,702.28,1332,0,,5703.00,0.95,0.96,-0.041,4.47,1023.0700000,15.0008000
Kepler-684 b,Kepler-684,1,1,Transit,2016,6.77030201,0.064000,3.360,0.300,11.20000,0.03540,M-R relationship,1.620000,0.000000,102.87,812,0,,5493.00,0.86,0.89,0.209,4.53,1731.2700000,15.5793000
Kepler-685 b,Kepler-685,1,1,Transit,2016,1.62552220,0.026500,10.580,0.944,78.80000,0.24800,M-R relationship,0.366000,0.000000,1137.12,1579,0,,5963.00,1.16,1.11,-0.051,4.36,938.7150000,15.0191000
Kepler-686 b,Kepler-686,1,1,Transit,2016,1.59474546,0.025800,12.150,1.084,,,Msini,,0.000000,2132.90,1539,0,,5649.00,0.92,0.94,0.108,4.49,1490.9400000,15.5242000
Kepler-687 b,Kepler-687,1,1,Transit,2016,20.50586978,0.132600,3.520,0.314,12.20000,0.03830,M-R relationship,1.540000,0.000000,15.65,518,0,,4841.00,0.73,0.77,-0.567,4.60,633.6600000,15.3943000
Kepler-688 b,Kepler-688,1,1,Transit,2016,3.89593684,0.046000,9.760,0.871,68.70000,0.21600,M-R relationship,0.406000,0.000000,458.91,1005,0,,5715.00,0.96,0.98,-0.024,4.47,1357.7500000,15.7323000
Kepler-689 b,Kepler-689,1,1,Transit,2016,22.36656079,0.144900,2.890,0.258,8.70000,0.02740,M-R relationship,1.980000,0.000000,35.34,536,0,,5518.00,0.88,0.91,-0.153,4.51,1131.7300000,15.5920000
Kepler-69 b,Kepler-69,1,2,Transit,2013,13.72234100,0.094000,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,0.160000,123.52,779,0,G4 V,5638.00,0.93,0.81,-0.097,4.40,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1,2,Transit,2013,242.46130000,0.640000,1.710,0.153,3.57000,0.01120,M-R relationship,3.920000,0.140000,2.69,299,0,G4 V,5638.00,0.93,0.81,-0.097,4.40,730.6250000,13.7120000
Kepler-690 b,Kepler-690,1,1,Transit,2016,7.74809437,0.081000,5.950,0.531,29.60000,0.09330,M-R relationship,0.772000,0.000000,225.70,964,0,,5913.00,1.16,1.11,0.141,4.35,1665.3100000,15.6723000
Kepler-691 b,Kepler-691,1,1,Transit,2016,8.11437900,0.064900,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,0.000000,12.99,460,0,,3715.00,0.50,0.53,-1.305,4.76,279.1150000,15.8385000
Kepler-692 b,Kepler-692,1,1,Transit,2016,21.81293494,0.149500,3.110,0.277,9.85000,0.03100,M-R relationship,1.800000,0.000000,28.50,639,0,,5440.00,0.86,0.90,-0.233,4.53,991.3360000,15.5495000
Kepler-693 b,Kepler-693,2,1,Transit,2016,15.37563332,0.112100,10.180,0.908,73.80000,0.23200,M-R relationship,0.384000,0.000000,31.64,600,0,,4881.00,0.72,0.76,-0.427,4.61,1151.5100000,16.4140000
Kepler-694 b,Kepler-694,1,1,Transit,2016,6.36584161,0.065900,2.800,0.250,8.25000,0.02590,M-R relationship,2.070000,0.000000,206.44,914,0,,5700.00,0.95,0.97,-0.078,4.47,1023.0600000,15.0857000
Kepler-695 b,Kepler-695,1,1,Transit,2016,3.04033042,0.037400,9.210,0.822,62.30000,0.19600,M-R relationship,0.438000,0.000000,499.06,1021,0,,5181.00,0.80,0.84,-0.159,4.57,842.9470000,15.1132000
Kepler-696 b,Kepler-696,1,1,Transit,2016,4.19042557,0.053500,6.140,0.548,31.30000,0.09840,M-R relationship,0.743000,0.000000,607.52,1234,0,,5903.00,1.08,1.06,0.151,4.39,1416.4400000,15.2389000
Kepler-697 b,Kepler-697,1,1,Transit,2016,3.70987065,0.047100,4.130,0.368,16.00000,0.05020,M-R relationship,1.250000,0.000000,472.24,1151,0,,5513.00,0.88,0.92,-0.025,4.52,1277.3300000,15.5462000
Kepler-698 b,Kepler-698,1,1,Transit,2016,16.32976218,0.125500,3.680,0.328,13.10000,0.04130,M-R relationship,1.440000,0.000000,172.56,727,0,,5612.00,0.91,0.94,0.388,4.50,1995.5700000,15.4320000
Kepler-7 b,Kepler-7,1,1,Transit,2009,4.88548920,0.060670,18.181,1.622,140.16303,0.44100,Mass,0.140000,0.000000,1375.11,1630,0,,5933.00,1.97,1.36,0.696,3.98,922.5620000,12.8649000
Kepler-700 b,Kepler-700,1,1,Transit,2016,80.87206390,0.357700,5.990,0.534,30.00000,0.09440,M-R relationship,0.767000,0.000000,12.07,452,0,,5692.00,0.96,0.98,0.230,4.47,1491.7600000,15.1916000
Kepler-701 b,Kepler-701,1,1,Transit,2016,10.35533177,0.089500,2.840,0.253,8.45000,0.02660,M-R relationship,2.030000,0.000000,75.62,777,0,,5343.00,0.84,0.88,-0.276,4.54,774.1520000,14.9683000
Kepler-702 b,Kepler-702,1,1,Transit,2016,10.52629406,0.088000,9.170,0.818,61.80000,0.19400,M-R relationship,0.440000,0.000000,88.91,713,0,,5419.00,0.86,0.90,-0.159,4.53,992.0710000,15.3098000
Kepler-703 b,Kepler-703,1,1,Transit,2016,4.58352176,0.053500,8.200,0.732,51.10000,0.16100,M-R relationship,0.509000,0.000000,373.11,1038,0,,6185.00,1.27,1.18,0.067,4.29,1156.8300000,15.2533000
Kepler-704 b,Kepler-704,1,1,Transit,2016,3.76182115,0.047000,2.610,0.233,7.32000,0.02300,M-R relationship,2.260000,0.000000,514.12,1121,0,,5616.00,0.96,0.97,0.036,4.46,1228.8300000,15.2487000
Kepler-705 b,Kepler-705,1,1,Transit,2016,56.05605380,0.232000,2.110,0.188,5.10000,0.01600,M-R relationship,2.980000,0.000000,0.73,265,0,,3722.00,0.51,0.53,-1.385,4.75,276.8810000,15.8521000
Kepler-706 b,Kepler-706,1,1,Transit,2016,41.40831347,0.216200,13.170,1.175,,,Msini,,0.000000,15.01,453,0,,5394.00,0.84,0.87,-0.218,4.54,886.6670000,15.1663000
Kepler-707 b,Kepler-707,1,1,Transit,2016,2.23749275,0.032500,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,336.67,1160,0,,5099.00,0.76,0.80,-0.501,4.58,591.7760000,14.9969000
Kepler-708 b,Kepler-708,1,1,Transit,2016,3.16789194,0.042600,2.930,0.261,8.91000,0.02800,M-R relationship,1.950000,0.000000,684.76,1221,0,,5692.00,0.96,0.97,0.037,4.47,1394.2200000,15.5076000
Kepler-709 b,Kepler-709,1,1,Transit,2016,16.08524954,0.117300,2.920,0.261,8.85000,0.02790,M-R relationship,1.950000,0.000000,28.22,613,0,,5071.00,0.77,0.80,-0.481,4.58,664.8430000,15.1971000
Kepler-710 b,Kepler-710,1,1,Transit,2016,4.34728553,0.052400,1.880,0.168,4.19000,0.01320,M-R relationship,3.470000,0.000000,710.87,1174,0,,5611.00,0.91,0.94,0.265,4.50,1448.3400000,15.0109000
Kepler-711 b,Kepler-711,1,1,Transit,2016,23.58914398,0.142900,3.410,0.304,11.50000,0.03630,M-R relationship,1.590000,0.000000,15.57,487,0,,5222.00,0.80,0.84,-0.499,4.56,624.5750000,15.3293000
Kepler-712 b,Kepler-712,1,2,Transit,2016,21.02247699,0.137800,3.410,0.304,11.50000,0.03630,M-R relationship,1.590000,0.000000,15.80,521,0,,5148.00,0.78,0.84,-0.484,4.58,872.4930000,15.8543000
Kepler-712 c,Kepler-712,1,2,Transit,2016,226.89047000,0.673200,4.850,0.433,21.00000,0.06590,M-R relationship,1.010000,0.000000,0.66,236,0,,5148.00,0.78,0.84,-0.484,4.58,872.4930000,15.8543000
Kepler-713 b,Kepler-713,1,1,Transit,2016,7.41114100,0.074800,2.480,0.221,6.71000,0.02110,M-R relationship,2.420000,0.000000,228.28,905,0,,5785.00,0.99,0.98,0.085,4.44,1089.8700000,15.0191000
Kepler-714 b,Kepler-714,1,1,Transit,2016,8.09888799,0.083200,9.670,0.863,67.60000,0.21300,M-R relationship,0.411000,0.000000,484.01,986,0,,5995.00,1.12,1.09,0.460,4.37,2083.3700000,15.2407000
Kepler-715 b,Kepler-715,1,1,Transit,2016,10.00652995,0.093300,3.750,0.335,13.50000,0.04260,M-R relationship,1.410000,0.000000,181.41,876,0,,5871.00,1.04,1.04,0.165,4.42,1327.4400000,15.0333000
Kepler-716 b,Kepler-716,1,2,Transit,2016,10.37168453,0.087300,2.900,0.259,8.75000,0.02750,M-R relationship,1.970000,0.000000,42.49,720,0,,5099.00,0.78,0.83,-0.504,4.58,635.0090000,15.1555000
Kepler-716 c,Kepler-716,1,2,Transit,2020,3.96999000,0.046000,1.393,0.124,2.52000,0.00793,M-R relationship,5.120000,0.000000,229.37,992,0,,5012.00,0.74,0.83,-0.504,4.62,635.0090000,15.1555000
Kepler-717 b,Kepler-717,1,1,Transit,2016,4.40840023,0.052000,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,0.000000,398.00,1139,0,,5485.00,0.85,0.88,0.604,4.53,2805.4800000,15.6239000
Kepler-718 b,Kepler-718,1,1,Transit,2016,2.05234990,0.032200,16.560,1.477,41600.00000,131.00000,M-R relationship,50.300000,0.000000,1324.20,1497,0,,6191.00,1.30,1.18,0.134,4.28,1302.3300000,15.2456000
Kepler-719 b,Kepler-719,1,1,Transit,2016,5.00731778,0.055600,8.520,0.760,54.50000,0.17200,M-R relationship,0.484000,0.000000,234.28,998,0,,5777.00,0.98,0.99,0.448,4.45,2497.5100000,15.9037000
Kepler-720 b,Kepler-720,1,1,Transit,2016,4.70832654,0.053900,8.410,0.750,53.40000,0.16800,M-R relationship,0.493000,0.000000,384.56,1162,0,,5618.00,0.92,0.95,0.032,4.49,1065.3700000,15.1635000
Kepler-721 b,Kepler-721,1,1,Transit,2016,5.39202539,0.058300,2.640,0.236,7.46000,0.02350,M-R relationship,2.230000,0.000000,138.75,850,0,,5075.00,0.78,0.82,-0.362,4.58,926.5980000,15.6428000
Kepler-722 b,Kepler-722,1,2,Transit,2016,4.09357325,0.051400,2.630,0.235,7.41000,0.02330,M-R relationship,2.240000,0.000000,414.60,1182,0,,5863.00,1.05,1.03,-0.039,4.41,1239.5000000,15.3733000
Kepler-722 c,Kepler-722,1,2,Transit,2016,105.14474900,0.447100,2.820,0.252,8.35000,0.02630,M-R relationship,2.050000,0.000000,5.48,401,0,,5863.00,1.05,1.03,-0.039,4.41,1239.5000000,15.3733000
Kepler-723 b,Kepler-723,1,1,Transit,2016,4.08227507,0.047900,12.190,1.088,,,Msini,,0.000000,251.48,1016,0,,5539.00,0.89,0.92,-0.172,4.51,1071.8000000,15.2010000
Kepler-724 b,Kepler-724,1,1,Transit,2016,3.31494634,0.043300,3.290,0.294,10.80000,0.03410,M-R relationship,1.670000,0.000000,339.40,1155,0,,5437.00,0.86,0.90,-0.223,4.53,853.1190000,15.1206000
Kepler-725 b,Kepler-725,1,1,Transit,2016,39.64317811,0.215000,10.630,0.948,79.40000,0.25000,M-R relationship,0.363000,0.000000,10.97,472,1,,5363.00,0.84,0.88,-0.313,4.54,758.4690000,14.9929000
Kepler-726 b,Kepler-726,1,1,Transit,2016,21.80451088,0.140600,3.260,0.291,10.70000,0.03360,M-R relationship,1.700000,0.000000,25.30,543,0,,5452.00,0.85,0.88,-0.319,4.53,762.0810000,15.0350000
Kepler-727 b,Kepler-727,1,1,Transit,2016,5.15448442,0.054600,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,0.000000,176.69,964,0,,5441.00,0.86,0.89,-0.317,4.53,831.8420000,15.3520000
Kepler-728 b,Kepler-728,1,1,Transit,2016,5.74347727,0.062500,3.340,0.298,11.10000,0.03500,M-R relationship,1.640000,0.000000,484.51,982,0,,5660.00,0.93,0.95,0.227,4.49,1765.2300000,15.5249000
Kepler-729 b,Kepler-729,1,1,Transit,2016,3.16635371,0.043200,3.580,0.319,12.50000,0.03940,M-R relationship,1.500000,0.000000,1089.55,1273,0,,5633.00,0.91,0.94,0.261,4.50,1921.1500000,15.5472000
Kepler-730 b,Kepler-730,1,2,Transit,2016,6.49168281,0.069400,12.330,1.100,,,Msini,,0.000000,418.80,1219,0,,5620.00,1.41,1.05,0.236,4.16,1935.0400000,15.6113000
Kepler-730 c,Kepler-730,1,2,Transit,2018,2.85188338,0.039970,1.569,0.140,3.09000,0.00971,M-R relationship,4.390000,0.000000,903.77,1607,0,,5620.00,1.41,1.05,0.236,4.16,1935.0400000,15.6113000
Kepler-731 b,Kepler-731,1,1,Transit,2016,3.85560355,0.050500,13.880,1.238,,,Msini,,0.000000,456.70,1212,0,,5849.00,1.06,1.03,0.035,4.41,1257.1600000,15.2848000
Kepler-732 b,Kepler-732,1,2,Transit,2016,9.46781405,0.069100,2.180,0.194,5.39000,0.01700,M-R relationship,2.860000,0.000000,8.56,407,0,,3631.00,0.46,0.49,-1.375,4.79,174.8260000,15.0519000
Kepler-732 c,Kepler-732,1,2,Transit,2016,0.89304124,0.014300,1.270,0.113,2.15000,0.00678,M-R relationship,5.770000,0.000000,199.85,893,0,,3631.00,0.46,0.49,-1.375,4.79,174.8260000,15.0519000
Kepler-733 b,Kepler-733,1,1,Transit,2016,20.83424726,0.148300,2.820,0.252,8.35000,0.02630,M-R relationship,2.050000,0.000000,24.51,595,0,,5418.00,0.86,0.90,-0.298,4.53,916.7060000,15.3954000
Kepler-734 b,Kepler-734,1,1,Transit,2016,6.10485286,0.058300,3.560,0.318,12.40000,0.03900,M-R relationship,1.510000,0.000000,89.25,784,0,,5326.00,0.78,0.85,0.374,4.59,1157.2100000,14.4119000
Kepler-735 b,Kepler-735,1,1,Transit,2016,11.51516988,0.096500,2.950,0.263,9.01000,0.02830,M-R relationship,1.930000,0.000000,32.68,657,0,,5107.00,0.80,0.85,-0.517,4.57,695.0590000,15.3849000
Kepler-736 b,Kepler-736,1,1,Transit,2016,3.60147201,0.042800,2.930,0.261,8.91000,0.02800,M-R relationship,1.950000,0.000000,233.03,996,0,,5217.00,0.81,0.86,-0.350,4.56,1005.4300000,15.7425000
Kepler-737 b,Kepler-737,1,1,Transit,2016,28.59915399,0.142200,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,2.30,298,0,,3813.00,0.48,0.51,-1.301,4.77,205.1180000,15.1457000
Kepler-738 b,Kepler-738,1,1,Transit,2016,24.58721573,0.155200,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,0.000000,27.64,530,0,,5327.00,0.82,0.86,-0.213,4.55,1113.6500000,15.5908000
Kepler-739 b,Kepler-739,1,1,Transit,2016,12.53248465,0.105400,3.320,0.296,11.00000,0.03460,M-R relationship,1.650000,0.000000,115.96,775,0,,5601.00,0.90,0.93,0.018,4.51,1370.6500000,15.4527000
Kepler-74 b,Kepler-74,1,1,Transit,2013,7.34071100,0.078100,10.760,0.960,200.22000,0.63000,Mass,0.880000,0.000000,337.68,1078,0,F8 V,6000.00,1.12,1.18,0.332,4.44,1177.5500000,14.3652000
Kepler-740 b,Kepler-740,1,1,Transit,2016,3.58410122,0.046200,4.570,0.408,18.90000,0.05960,M-R relationship,1.090000,0.000000,432.87,1131,0,,5438.00,0.87,0.91,-0.123,4.52,1442.0200000,15.9235000
Kepler-741 b,Kepler-741,1,1,Transit,2016,7.03902374,0.074400,2.970,0.265,9.11000,0.02870,M-R relationship,1.910000,0.000000,461.99,1051,0,,6129.00,1.24,1.16,0.332,4.31,1661.8700000,15.0455000
Kepler-742 b,Kepler-742,1,1,Transit,2016,8.36086824,0.074400,3.240,0.289,10.60000,0.03320,M-R relationship,1.710000,0.000000,38.10,690,0,,4642.00,0.71,0.76,-0.692,4.62,489.2530000,15.1722000
Kepler-743 b,Kepler-743,2,1,Transit,2016,3.17926292,0.041800,1.210,0.108,1.92000,0.00606,M-R relationship,5.960000,0.000000,397.25,1101,0,,5486.00,0.85,0.94,-0.176,4.55,278.9870000,12.5411000
Kepler-744 b,Kepler-744,1,1,Transit,2016,12.06222443,0.099300,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,0.000000,62.95,750,0,,5594.00,0.93,0.94,-0.222,4.48,449.9640000,13.5843000
Kepler-745 b,Kepler-745,1,1,Transit,2016,9.93143556,0.091500,2.160,0.193,5.31000,0.01670,M-R relationship,2.900000,0.000000,286.03,931,0,,5849.00,1.04,1.04,0.376,4.42,1780.3800000,15.1634000
Kepler-746 b,Kepler-746,1,1,Transit,2016,3.48159251,0.043500,1.110,0.099,1.41000,0.00444,M-R relationship,5.670000,0.000000,421.61,1156,0,,5418.00,0.93,0.91,-0.172,4.46,450.0000000,13.6111000
Kepler-747 b,Kepler-747,1,1,Transit,2016,35.61760587,0.191600,5.270,0.470,24.10000,0.07590,M-R relationship,0.905000,0.000000,10.19,456,0,,5096.00,0.78,0.82,-0.432,4.58,3347.1600000,15.7244000
Kepler-748 b,Kepler-748,1,1,Transit,2016,7.40742793,0.074500,2.520,0.225,6.90000,0.02170,M-R relationship,2.370000,0.000000,439.78,938,0,,5934.00,1.10,1.07,0.360,4.38,1705.9900000,15.2186000
Kepler-749 b,Kepler-749,1,1,Transit,2016,17.31716585,0.105400,3.100,0.277,9.80000,0.03080,M-R relationship,1.810000,0.000000,24.63,454,0,,5009.00,0.75,0.79,-0.494,4.59,721.0270000,15.7728000
Kepler-75 b,Kepler-75,1,1,Transit,2013,8.88491160,0.081800,11.770,1.050,3209.90000,10.10000,Mass,11.000000,0.570000,106.48,767,0,K0 V,5200.00,0.89,0.91,-0.215,4.50,835.3560000,15.1789000
Kepler-750 b,Kepler-750,1,2,Transit,2016,9.42887179,0.093000,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,0.000000,255.74,1163,0,,6160.00,1.23,1.15,0.344,4.32,1296.0200000,14.4670000
Kepler-750 c,Kepler-750,1,2,Transit,2016,4.08899022,0.053300,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,0.000000,778.59,1537,0,,6160.00,1.23,1.15,0.344,4.32,1296.0200000,14.4670000
Kepler-751 b,Kepler-751,1,1,Transit,2016,17.44490636,0.126300,2.460,0.219,6.62000,0.02080,M-R relationship,2.440000,0.000000,39.01,679,0,,5387.00,0.84,0.87,-0.264,4.54,760.4300000,14.9800000
Kepler-752 b,Kepler-752,1,1,Transit,2016,18.82747265,0.135300,2.810,0.251,8.30000,0.02610,M-R relationship,2.060000,0.000000,45.28,632,0,,5373.00,0.83,0.87,-0.125,4.54,1232.2900000,15.7185000
Kepler-753 b,Kepler-753,1,1,Transit,2016,5.74772501,0.054000,1.910,0.170,4.31000,0.01360,M-R relationship,3.400000,0.000000,41.67,641,0,,4346.00,0.65,0.68,-0.865,4.65,274.7670000,14.4746000
Kepler-754 b,Kepler-754,1,1,Transit,2016,14.55962370,0.116000,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,0.000000,216.47,758,0,,5935.00,1.08,1.06,0.416,4.39,1770.2700000,15.1258000
Kepler-755 b,Kepler-755,2,2,Transit,2016,1.26909037,0.021400,1.760,0.157,3.75000,0.01180,M-R relationship,3.780000,0.000000,889.89,1331,0,,5043.00,0.77,0.82,-0.457,4.58,399.0340000,14.0242000
Kepler-755 c,Kepler-755,2,2,Transit,2016,2.85313364,0.036700,1.260,0.112,2.13000,0.00669,M-R relationship,5.850000,0.000000,302.57,1016,0,,5043.00,0.77,0.82,-0.457,4.58,399.0340000,14.0242000
Kepler-756 b,Kepler-756,1,1,Transit,2016,1.22486632,0.021900,1.120,0.100,1.46000,0.00459,M-R relationship,5.710000,0.000000,2174.33,1741,0,,5282.00,0.79,0.82,-0.358,4.57,852.0000000,15.3912000
Kepler-757 b,Kepler-757,1,1,Transit,2016,1.02267882,0.019000,1.360,0.121,2.42000,0.00761,M-R relationship,5.290000,0.000000,3345.45,1734,0,,6014.00,1.13,1.08,0.160,4.37,1068.6800000,14.7637000
Kepler-758 b,Kepler-758,1,4,Transit,2016,12.10971040,0.101900,2.480,0.221,6.71000,0.02110,M-R relationship,2.420000,0.000000,349.19,1005,0,,6228.00,1.42,1.16,0.563,4.19,1502.3200000,14.3267000
Kepler-758 c,Kepler-758,1,4,Transit,2016,4.75793986,0.054700,1.690,0.151,3.50000,0.01100,M-R relationship,3.980000,0.000000,1211.82,1372,0,,6228.00,1.42,1.16,0.563,4.19,1502.3200000,14.3267000
Kepler-758 d,Kepler-758,1,4,Transit,2016,20.49661970,0.144700,2.120,0.189,5.14000,0.01620,M-R relationship,2.960000,0.000000,173.17,843,0,,6228.00,1.42,1.16,0.563,4.19,1502.3200000,14.3267000
Kepler-758 e,Kepler-758,1,4,Transit,2016,8.19347190,0.078500,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,588.40,1144,0,,6228.00,1.42,1.16,0.563,4.19,1502.3200000,14.3267000
Kepler-759 b,Kepler-759,1,1,Transit,2016,41.80598500,0.232900,2.270,0.203,5.77000,0.01820,M-R relationship,2.710000,0.000000,19.02,533,0,,5860.00,1.04,1.04,0.061,4.42,1073.4800000,14.7869000
Kepler-76 b,Kepler-76,1,1,Orbital Brightness Modulation,2013,1.54492980,0.027400,15.244,1.360,638.83830,2.01000,Mass,1.100000,0.000000,3583.67,2140,0,F,6409.00,1.32,1.20,0.451,4.20,822.9600000,13.2755000
Kepler-760 b,Kepler-760,1,2,Transit,2016,8.70419416,0.077200,3.060,0.273,9.59000,0.03020,M-R relationship,1.840000,0.000000,84.41,748,0,,5322.00,0.85,0.89,-0.280,4.54,792.3360000,15.0731000
Kepler-760 c,Kepler-760,1,2,Transit,2016,2.46697439,0.033300,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,0.000000,453.65,1139,0,,5322.00,0.85,0.89,-0.280,4.54,792.3360000,15.0731000
Kepler-761 b,Kepler-761,1,1,Transit,2016,10.12804789,0.087400,2.030,0.181,4.78000,0.01500,M-R relationship,3.140000,0.000000,95.45,767,0,,5706.00,0.93,0.95,-0.117,4.48,830.7070000,14.7087000
Kepler-762 b,Kepler-762,1,1,Transit,2016,3.77055210,0.049300,12.680,1.131,,,Msini,,0.000000,1065.73,1302,0,,5944.00,1.08,1.06,0.318,4.40,1898.2600000,15.4266000
Kepler-763 b,Kepler-763,1,1,Transit,2016,1.19655156,0.020500,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,0.000000,974.09,1414,0,,5166.00,0.80,0.84,-0.334,4.57,962.4590000,15.6824000
Kepler-764 b,Kepler-764,1,1,Transit,2016,7.33683936,0.072400,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,160.46,875,0,,5557.00,0.89,0.92,-0.136,4.51,1047.8400000,15.3002000
Kepler-765 b,Kepler-765,1,1,Transit,2016,27.66552260,0.175400,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,0.000000,48.95,641,1,,5901.00,1.06,1.05,0.146,4.41,1076.2800000,14.5996000
Kepler-766 b,Kepler-766,1,1,Transit,2016,6.10027804,0.066000,3.390,0.302,11.40000,0.03590,M-R relationship,1.610000,0.000000,227.15,990,0,,5992.00,1.15,1.10,0.451,4.36,2297.6200000,15.6480000
Kepler-767 b,Kepler-767,1,1,Transit,2016,161.52801010,0.587400,6.640,0.592,35.70000,0.11200,M-R relationship,0.670000,0.000000,9.37,366,0,,5694.00,0.94,0.96,0.476,4.48,2251.0300000,15.4176000
Kepler-768 b,Kepler-768,1,1,Transit,2016,11.39100250,0.092000,1.790,0.160,3.86000,0.01210,M-R relationship,3.700000,0.000000,40.59,618,0,,5108.00,0.78,0.82,-0.466,4.58,784.5600000,15.7232000
Kepler-769 b,Kepler-769,1,2,Transit,2016,7.42608998,0.077800,2.920,0.261,8.85000,0.02790,M-R relationship,1.950000,0.000000,241.13,1037,0,,6186.00,1.28,1.19,0.179,4.30,1169.5700000,14.7604000
Kepler-769 c,Kepler-769,1,2,Transit,2016,15.98701740,0.129700,1.790,0.160,3.86000,0.01210,M-R relationship,3.700000,0.000000,86.76,803,0,,6186.00,1.28,1.19,0.179,4.30,1169.5700000,14.7604000
Kepler-77 b,Kepler-77,1,1,Transit,2013,3.57878087,0.045010,10.761,0.960,136.66100,0.43000,Mass,0.603000,0.000000,432.87,1440,0,G5 V,5520.00,0.99,0.95,-0.046,4.42,639.4110000,13.9172000
Kepler-770 b,Kepler-770,1,3,Transit,2016,18.92540274,0.169400,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,0.000000,27.74,1171,0,,5598.00,0.92,0.94,0.054,4.49,930.4570000,14.5966000
Kepler-770 c,Kepler-770,1,3,Transit,2016,1.47532231,0.030900,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,833.59,2740,0,,5598.00,0.92,0.94,0.054,4.49,930.4570000,14.5966000
Kepler-770 d,Kepler-770,1,3,Transit,2016,4.15244722,0.061600,1.400,0.125,2.54000,0.00800,M-R relationship,5.090000,0.000000,209.75,1941,0,,5598.00,0.92,0.94,0.054,4.49,930.4570000,14.5966000
Kepler-771 b,Kepler-771,1,1,Transit,2016,8.73485836,0.084300,1.820,0.162,3.97000,0.01250,M-R relationship,3.620000,0.000000,339.30,890,0,,5906.00,1.05,1.03,0.355,4.42,1393.8500000,14.7461000
